ticker,name,sic_code,description,total_employees
MNST,Monster Beverage Corporation,2086,"Monster Beverage is a leader in the energy drink subsegment of the nonalcoholic beverage market, generating two thirds of revenue in the US and Canada. The well-known Monster trademark includes brands such as Monster Energy, Monster Ultra, Java Monster, and Juice Monster. The firm also owns other energy drink brands, such as Reign, NOS, Burn, Bang and Mother, and brews and distributes beers and flavored malt beverages following the acquisition of a craft brewer in 2022. Monster controls branding and innovation but outsources beverage manufacturing and packaging to copackers and finished goods distribution to bottlers in the global Coca-Cola system (pursuant to a 20-year agreement inked in 2015). Coke is the largest shareholder of Monster with a 19.5% stake.",6003
MNTK,"Montauk Renewables, Inc. Common Stock",4932,"Montauk Renewables Inc is a United States-based renewable energy company. It specializes in the recovery and processing of biogas from landfills and other non-fossil fuel sources for beneficial use as a replacement for fossil fuels. The firm develops, owns, and operates RNG projects that supply renewable fuel into the transportation and electrical power sectors. Montauk operates in two segments: Renewable Natural Gas and Renewable Electricity Generation. It generates a majority of its revenue from the Renewable Natural Gas segment.",151
MNTL,Tema Neuroscience and Mental Health ETF,,,0
MNTS,Momentus Inc. Class A Common Stock,3760,"Momentus Inc offers in-space infrastructure services by building transfer and service vehicles that carry satellites and hosted payloads between orbits in space. It is a provider of three critical functions in the new space economy: Space Transportation, Satellite as a Service, and In-Orbit Servicing.",123
MNTSW,Momentus Inc. Warrant,3760,"Momentus Inc offers in-space infrastructure services by building transfer and service vehicles that carry satellites and hosted payloads between orbits in space. It is a provider of three critical functions in the new space economy: Space Transportation, Satellite as a Service, and In-Orbit Servicing.",123
MNY,MoneyHero Limited Class A Ordinary Shares,,"MoneyHero Ltd is a personal finance aggregation and comparison company in Greater Southeast Asia. The firm is involved in the operation of online financial comparison platforms and related services for credit cards, personal loans, mortgages, insurance, and other financial products, connecting the providers of these products with well-matched and ready-to-transact consumers and generating revenue directly from these providers for placing their products on its platforms and providing insurance brokerage, marketing and events-related services.",366
MNYWW,MoneyHero Limited Warrants,,"MoneyHero Ltd is a personal finance aggregation and comparison company in Greater Southeast Asia. The firm is involved in the operation of online financial comparison platforms and related services for credit cards, personal loans, mortgages, insurance, and other financial products, connecting the providers of these products with well-matched and ready-to-transact consumers and generating revenue directly from these providers for placing their products on its platforms and providing insurance brokerage, marketing and events-related services.",366
MO,"Altria Group, Inc.",2111,"Altria comprises Philip Morris USA, us Smokeless Tobacco, John Middleton, Horizon Innovations, and Helix Innovations. Through its tobacco subsidiaries, Altria maintains the leading position in cigarettes and smokeless tobacco in the United States and the number-two spot in machine-made cigars. The company's Marlboro brand is the leading cigarette brand in the us with 42% annual share in 2023. Beyond its core business, it holds an 8% interest in the world's largest brewer, Anheuser-Busch InBev, a 42% stake in cannabis manufacturer Cronos, acquired Njoy Holdings in 2023, and operates a joint venture with Japan Tobacco in the heated tobacco category. It also recently disposed of its investment in Juul Labs.",6400
MOAT,VanEck Morningstar Wide Moat ETF,,,0
MOB,Mobilicom Limited American Depositary Shares,,"Mobilicom Ltd is a provider of cybersecurity and smart solutions for drones, robotics & autonomous platforms. As a high-tech company, it designs, develops, and delivers smart solutions targeting global drone, robotics, and autonomous system manufacturers.",32
MOBX,"Mobix Labs, Inc. Class A Common Stock",3674,"Mobix Labs Inc. specializes in designing, developing, and selling components and systems for wireless and wired connectivity, radio frequency (RF) technologies, switching, and electromagnetic interference (EMI) filtering solutions. The company serves markets, including commercial, industrial, automotive, medical, aerospace, defense, and others.",50
